,Comment
2077,Quá tuyệt vời
2078,Đến giờ xem lại từng khoảnh khắc vẫn xúc động muốn khóc như mới vừa xong vậy. Tự hào lắm
2079,Nhớ ngày xưa toàn bị bắt nạt - bây giờ thử động vào xem vietnam vô địch
2080,Nếu mọi người cảm ơn các cầu thủ của đội tuyển Việt Nam thì cũng đừng quên cảm ơn một người tuy không trực tiếp tham gia trên sân nhưng đã đưa đội tuyển đứng lên sau thất bại ở seagame 29 đó là thầy Park 
2081,Xuất sắc hoàn hảo lắm những tràn trai được mệnh danh là những chú rồng con cố rắn lên nha những người hùng của đội tuyển việt Nam người hâm mộ luôn giỏi theo những bước chưng của cát anh.
2082,Yêu vn
2083,"00h24p ngày 19/12/2018
4 ngày sau chức vô địch aff cup
Xem lại video này mà cảm xúc vẫn dâng trào
Cảm ơn thầy park cảm ơn các chàng trai của chúng ta"
2084,quá xúc đọng huhu
2085,"mỗi lần xem lại là 1 lần rưng rưng xúc động, cám ơn các e, cám ơn thầy Park"
2086,Đến hnay xem vẫn cảm giác nghẹn ngào. Lịch sử lại tái hiện năm 2019
2087,Ai còn xem lại và cảm xúc lại như tôi
2088,1 năm rồi vẫn cảm xúc đó cảm xúc làm thay đổi cách nhìn của tất cả về bóng đá Việt Nam
2089,Vinh quang luôn chờ ta phía trước
2090,"Từ nhỏ đến lớn mị chưa từng xem bóng đá, cho đến hôm nay, cám ơn u23 cám ơn ĐTQG cám ơn HLV Park Hang Seo, cám ơn tất cả đã làm nên chiến thắng quả cảm của bóng đá VN hôm nay!"
2091,K hiểu sao khi xem lại vẫn nổi da gà như lúc xem trực tiếp. Thích 2 ông BLV đã gào thét hết cở làm người xem yêu đội tuyển VN nhiều hơn.
2092,Nhạc nền quá hay giá xúc động
2093,Xem lại mà nước mắt cứ trào dâng 
2094,lần đầu tiền trong lịch sử asian có 1 đội vào chung kết u23 châu lục
2095,"xem đi xem lại nhiều lần mà tôi khóc. từ 1 người k biết chi về bóng đá, giờ bóng đá đi sâu trong tim luôn. sức mạnh bóng đá thật phi thường, cảm ơn đội tuyển việt nam đã cho tôi biết bóng đá làm tôi nín thở, chờ đợi, hồi hộp như thế nào"
2096,Cảm ơn thầy park đã làm những thành công cho bóng đá Việt Nam mong asian cup thành công như u23
2097,"Trận chung kết ban tổ chức Trung Quốc cố tình cho thi đấu.. Mà quả báo cũng đã đến, Trung Quốc thua Việt Nam 0-2 trong trận đá bóng giao hữu vừa qua"
2098,Tứ kết Asian cup rồi ! Việt Nam Vô Địch !  Vô Địch . Vẫn không kìm nén đc cảm xúc của mình nữa rồi
2099,Phi ghi bàn số 3 lam mìn sởn cả gai ốc
2100,"Thương Công Phượng quá! Luôn bị truyền thông chăm sóc kĩ lưỡng! Mong mọi người khi tuyển thua đừng chỉ trích những nỗ lực của tuyển! Họ đã cố rất nhiều, áp lực rất nặng!"
2101,"HLV Park Hang Seo và bóng đá Việt Nam gặp đúng người, đúng duyên :3"
2102,Thành công đi lên từ thất bại
2103,Thật sự rất tự hào và xúc động
2104,Vừa xem DTQG chiến thắng tuyển UAE
2105,Xem lại mà rưng rưng rất tuyệt vời các chiến binh sao vàng!!!
2106,Lâu lâu xem lại vẫn thấy ngưỡng mộ đội tuyển Việt Nam
2107,Xem lại vẫn nổi da gà
2108,"Những hạt tuyết trắng xoá rơi xuống trên mặt sân, nhưng những anh hùng của chúng ta như ngọn lửa đỏ cháy to, làm tan đi cái lạnh của tuyết và quyết tâm tiến lên. CẢM ƠN CÁC ANH."
2109,XEM HOÀI KO CHÁN:> TỰ HÀO :V
2110,Và tôi mong Việt Nam sẽ vô địch asian cup 2019 lần này. Việt Nam 🇻🇳🇻🇳🇻🇳🇻🇳 vô địch!!!!
2111,"Việt Nam đã vô địch AFF CUP 2018 và bây giờ là lọt vào tứ kết ASIAN CUP 2019, cảm ơn tất cả!"
2112,10:40 có ai nhìn thấy Quang Dũng đứng ở giữa màn hình ko
2113,"Không hiểu sao ngày nào tôi cũng xem lại những khoảnh khắc này.tự hào lắm các chiến binh sao vàng.
27~12~2018"
2114,Bh ai còn xem 23/11/2019 vẫn thấy tự hào 
2115,"Thầy park ko thể biến mùa hạ thành mùa đông
      Nhưng thầy có thể biến đêm nay thành bão"
2116,"bây giờ đúng 10 năm trôi qua  Việt Nam đã lập lại lịch sử và giành đc giải quán quân đem về tự hào cho đất nước, những lúc trc Việt Nam bị các nước khác xem là đội lót đường nhưng năm 2018 này Việt Nam đã ko còn bị xem thường nữa"
2117,Tôi thấy tiếc cho bùi tiến dũng
2118,"rất khâm phục và yêu quý Phượng,tuy có lúc hay lúc chưa tốt bị bao nhiêu sóng gió,chỉ trích nhưng em ấy ko hề nhụt chí, ko đôi co với dư luận, chỉ im lặng đi lên và tự khẳng định mình trên con đường bóng đá.Phượng dần trưởng thành hơn mặc kệ những  fan phong trào hay cộng đồng cào phím.chúc Phượng sẽ thành công hơn nữa."
2119,xem lại chuẩn bị cho ngày thứ 3 19/11/219...Việt Nam đá với Thái
2120,Việt Nam Vô Địch ! Câu nói quen thuộc của các người hăm mộ ! Chúng ta hãy ghi ơn công sức của Việt Nam!
2121,"Và giờ là tân vô địch AFF Suzuki Cup 
Cảm ơn thầy Park rất nhiều!"
2122,"Clip quá hay,"
2123,Xin cảm ơn Bầu Đức vì những điều ông đã làm cho nền bóng đá nước nhà được như ngày hôm nay. Môt lần nữa cảm ơn Ông rất nhiều.
2124,Hnay xem lại khoé mắt vẫn cay cay
2125,Một con đường tiến lên chiến thắng đáng giá sử thi
2126,"Ấn tượng nhất là bàn thắng gỡ hoà 2 - 2 của quang hải trận Quata, vỡ oà cảm xúc ️"
2127,Việt Nam - Thái Lan vòng loại WC 19/11/2019
2128,"má ơi xem lại mà nổi hết da gà ,giá như mà đc cúp giải u23 nữa thì đây gọi là 1 năm khá nhiều cảm xúc"
2129,Co ai nhu tui k. Den gjo xem lai van sởn gai óc
2130,Chỉ vs clip gần 13p đã lm sống dậy cảm xúc của 90tr ng dân Vn 
2131,"Nhờ u23 mà tui thêm yêu bóng đá, trc đây chả bao h xem h còn seach google đọc luật bóng đá với các giải đấu chứ. Yêu. Cám ơn bầu Đức đã có công tìm ngài Park giúp nền bóng đá VN di lên ️️️️️"
2132,Nhài lạn là người giúp chúng ta lên tới đây
2133,Bóng  đá . Niềm  đam  mê  của  tôi.   Tôi  yêu   các cầu  thủ  vn.  Trong  đấu  trường  khu  vực     và  châu á  .  Vn   chúng  ta luôn chs  đep  và rất  sòng  phẳng  chứ  k  dùng  những  mưu  mô     hay  chs  bẩn.   Thât  đáng   ngưởng mộ
2134,từ đó ko hiểu sao lại ghét tuyết
2135,"Có ai như tôi k . Tìm và xem hành trình kì diệu câu chuyện cổ tích của VN từ đầu năm đến giờ . Từ u23 trên đất Thường Châu , Asiad ở Indo rồi Aff vừa rồi mà mọi cảm xúc lại ùa về như ngày nào . Một năm đại đại thành công của bóng đá VN . Hi vọng chúng ta sẽ gặt hái đc nhiều nhiều thành công hơn nữa . Cám ơn ông Đoàn Nguyên Đức , ông Park và toàn bộ đội tuyển VN đã cho người hâm mộ VN 1 năm mà có đến hơn 3 cái tết"
2136,Xem đi xem lại nhiều lần cx vẫn nghẹn ngào 
2137,Việt nam thua hàn quốc bởi vì hàn quốc sở hữu son hueng min
2138,Thực sự vẫn cảm xúc như ngày nào :)
2139,Ai vừa xem vừa khóc ko?
2140,"Vừa xem asian cup xong , thua nhưng hi vọng các anh hãy cố gắng ở những màn sau nhé ,yêu u23 VN"
2141,"Thường châu tuyết trắng một thời
Cầu vòng Quang Hải tuyệt vời biết bao
Cầu trường nay lại xôn xao
Một đường vẽ bóng khác nào hôm qua!!!"
2142,điều đó chứng tổ HLV viet nam bỏ đi
2143,Việt Nam vào tứ kết asian cup 2019 rồi. Tuyệt vời quá
2144,Xem nổi cả da gà :V
2145,Đề nghị Ad làm thêm video tới AFF 2018 để mọi người cùng xem đoạn đường thành công trong năm 2018
2146,"Chúng ta đang sống trong khoảnh khắc này 1 lần nữa
VIỆT NAM TIẾN LÊN"
2147,Coi hoài khóc hoài kk
2148,Vẫn còn cảm xúc dạt dào.
2149,ai xem lại mà khóc không
2150,thật tình xem còn cảm xúc hơn cả giành cúp AFF vừa rồi
2151,"cảm ơn bạn làm clip, thực sự xem đi xem lại vẫn rất cảm xúc"
2152,Coi di coi lại vẫn hay
2153,móa =))) xem lại mà da gà da vịt nó nổi lên luôn á:3 tuyệt vời 
2154,Sem.mà muốn khóc
2155,xem đi xem lại cảm xúc vẫn như ngày nào. xúc động
2156,27 tuổi xem lại với bản nhạc này vẫn khóc vì tự hào
2157,"Tối nay Việt Nam đấu vs Thái ""khựa"" ở World cup nè ai cổ vũ VN cho 1 like
Chưa bg dc 1 like"
2158,"đam mê bóng đá của mình chỉ thực sự trở lại kể từ trận Vn vs Syria,"
2159,xem đi xem lại vẫn thấy hy
2160,"Trái bóng tròn mà. Dù thắng hay thua thì các cầu thủ của chúng ta cũng đã cống hiến hết sức mình. Dù là Fan phong trào thôi nhưng chưa bao giờ mình nghĩ xấu về bóng đá, chỉ là hên xui thôi. Chúc các cầu thủ U23 Việt Nam thành công trong sự nghiệp."
2161,"Việt Nam đã vô địch AFF cup đấy quả là một điều tuyệt vời, nhưng không biết các bạn cảm thấy sao chứ mình thì vẫn thấy cảm xúc và không khí khi vô địch AFF cup lần này vẫn không bằng cảm xúc và không khí lần tham dự U23 Châu Á, nói anh em đừng chê cười chứ lần xem từ trận tứ kết của u23 Châu Á cho đến trận trung kết hầu như trận nào cũng mình cũng rơi nước mắt. Và lần này xem lại video tổng hợp này mình cũng thêm một lần nữa rơi nước mắt chắc là vì thương đội Việt Nam của mình quá. :("
2162,thực sự nên làm 1 bộ phim về đtvn
2163,Xem lại thấy vui và thương các em quá .  1nam nỗ lực vất vả rồi cái kết thật đẹp  chúc các em mạnh khỏe và tiếp tục tiến về phía trước Mạnh hơn  nhanh hơn nhe  NHM luôn yêu thương cổ vũ cho các em  .chúc thành công .
2164,Ghép thêm quả nhạc xem lại mà vẫn cảm xúc v
2165,"Tôi đã khóc khi xem lại
cảm giác thật tuyệt vời"
2166,"Ngày 22-12 xem lại cảm xúc vẫn còn nguyên vẹn vẫn hồi hộp khi xem, bị nghẹn khi nghe công phượng xuân trường trả lời phỏng vấn."
2167,"1/11/2019 - Có ai ở đây ko :((
Xem lại vẫn cảm giác ấy ùa về...."
2168,thường châu đầy tuyết trắng xem đến rơi nước mắt vì thương các em tôi
2169,11/2019 vẫn xemmmmm
2170,Chỉ tiếc ko vô địch U23 Châu Á nhưng tự hào khi vô địch AFF Cup 2018
2171,tui xem xem lại mổi lan xem la khóc cảm xúc lám cam on u23 vn  . dem lại nhiu cảm súc như vay. bong da vn hang chục năm qua chưa bao h vươn xa tầm châu lục như vay
2172,viet Nam toi do
2173,Xem đi xem lại mà cảm xúc vẫn dâng trào
2174,"Hôm nay 18/11 Việt Nam-Thái Lan
Cùng chờ đợi lẩu thái chua cay nào mọi người "
2175,Blv rất hay mang lại cảm xúc cho người hâm mộ
2176,"Nhìn pha sút cuối cùg của văn thanh để tiến vào chung kết thật xúc động và cả khi quang hải gỡ hoà cho Việt Nam trong trận vs Uzb thật xúc động mk đã khóc. Hồi trc chưa bt bóng đá là j nhưng từ hồi có U23 Việt Nam, mk thực sự đã cảm thấy yêu bóng đá nc nhà hơn rất nhiều cho đến hôm nay : chung kết u23 châu á, bán kết asiad , vô địch aff cup ,... tiếp theo sẽ là j ?"
2177,như một giấc mơ
2178,"Mai nay ai nhắc lại Thường Châu
Nơi ấy tuyết rơi bạc mái đầu
Mười mấy dũng sĩ bay ngược gió
Để đời hạnh phúc mãi về sau."
2179,ai từ trận VN vs UAE qua đây không
2180,Nhớ lại trận chung kết ở Trung Quốc mà thấy đau nhưng niềm vui cho các anh là Aff cup 2018
2181,"Tui thề là từ nhỏ đến giờ ko mê bóng đá, không xem bóng đá mà coi cái này tui khóc từ đầu tới cuối luôn."
2182,Xem mà khóc mẹ
2183,Các cầu thủ và NHM đồng hành sẽ không bao giờ quên trận mưa tuyết năm đó
2184,Bất tai phí minh long.
2185,Đừng lúc thắng thì tung hô thua thì chỉ trích nhé. Hãy luôn ủng hộ họ dù thắng hay thua vì họ là những anh hùng Việt Nam
2186,"Xem cái nàu bao lần rồi mà vẫn cứ cảm động, còn khóc nữa"
2187,Có ai muốn that bai dau..ai hay hơn thì chiến thang..
2188,Jo xem lại thấy rất tự hào hơn khi chúng ta đã vô địch aff cup 2018
2189,Việt Nam
2190,... và ngày 15/12/2018 đã đi vào lịch sử bóng đá VN... Vô địch AFF CUP
2191,Có thế còn nhiều lớp cầu thủ trẻ của chúng ta giỏi giang hơn thế nữa. Tôi tin như vậy. Nhưng hiện tại lứa cầu thủ này của chúng ta đã quá tuyệt vời. Tương lai bóng đá Việt Nam là đây. Yêu quá!!!
2192,4:42 đi đâu cũng gặp chú layyy
2193,Ko thể ko rùng mình khi xem lại những khoảnh khắc này.
2194,Sao không nhắc đến ông Bầu Đức nhỉ
2195,20/01/2019 Việt Nam đã vào tứ kết ASIAN rồi 
2196,"Ui tất cả các trận đấu của u23vn tại thường châu mình đều xem chỉ còn mỗi trận ck ko dám xem , vì tuyết trắng xóa nhìn thấy thương các e quá , xem lại chỉ có khóc thôi , cho dù giải á quân nhưng vn mình vẫn vô địch , tự hào quá vn ơi"
2197,Vừa bên thái cay quá nhảy qa đây :v
2198,"28/12 xem lại cảm xúc lại ùa về. 
9:06 có ai để ý bùi tiến dũng của chúng ta không. A lên tận sân bạn để xem quả phạt"
2199,Vẫn khôg thể tin nổi
2200,Xem lại bao lần vẫn xúc động 19/1/2019
2201,"trận đấu tối nay mong kì tích như ở u23 , biết rằng sẽ rất khó khăn và không như giải u23 nhưng đội tuyển đừng bỏ cuộc nhé"
2202,Cứ như 1 bộ phim
2203,Thực sự xúc động!
2204,21.10.2019 vẫn đang xem
2205,Mấy năm trc mỗi lần vào mùa bóng đá dù thắng cũng đâu có mấy vụ bão hay ăn mừng. Từ đầu năm nay mỗi lần đá bóng dù thắng hay thua đi nửa chúng ta vẫn tự hào vẫn ăn mừng vẫn bão cuồng nhiệt bão bất chấp dù đâu đi nửa . Đấy chính  là tinh thần dân tộc .
2206,"Dù thắng hay thua dù sao chăng nữa các anh mãi là ng hùng của Tổ Quốc ️️🇻🇳🇻🇳
Mãi iu các anh
Và trên chặn đường sắp tới Asian Cup 2018 mãi mãi thành công nhé các anh🇻🇳🇻🇳🇻🇳🇻🇳️️️
Việt Nam vô địch️️"
2207,Ko sau đâu ngày 19 11 Việt Nam sẽ thắng Thái Lan cho ma coi
2208,18/12/2018 xem lại tiếp tục rơi nước mắt 
2209,Bùi Tiến Dũng của t đâu rồi 
2210,Xem trận syria lại nhớ đến đình trọng.tiếc quá asian này thiếu bạn ấy
2211,Mãi nhớ u23 năm 2018
2212,Coi lại vẫn còn ớn da gà
2213,Việt Nam vào tứ kết rùi. Coi đi coi lại. Vẫn nguyên cảm xúc. Cảm ơn các tuyển thủ Việt Nam. Những người hùng thực sự
2214,du cho sau nay co ra sao thi thu mon bui tien dung da cho chung ta nhung khoanh khoac dep dung bao gio quen e ay nhe
2215,có ai xem mà nỗi da gà giống tui k....cảm xúc dâng trào
2216,VN sẽ là nhà vô địch . Tôi yêu VN cho dù VN thua cũng kh sao
2217,2:16 quả chữ kí
2218,Coi đi coi lại vẫn muốn khóc vì tiết trận đấu Việt Nam vs Uzsbakitang
2219,Tại thủ môn bán độ
2220,Không còn gì để nói thực sự k biết nói gì ngoài CẢM ƠN THẦY PARK CHÚNG CON MÃI YÊU THẦY
2221,"Hôm nay là ngày 19/12/2018 rồi nhưng khi xem lại những thước phim này tôi vẫn có có cảm giác nó vừa mới tới ngày hôm qua,quả thật là không thể tin nổi."
